"BLOCK"	"State"	"St_Block"	"Effort80"	"Occ80"	"CAWA_year80"	"X90year80"	"Effort00"	"Occ00"	"CAWA_year00"	"X90year00"	"Priors80"	"Priors00"	"pfor"	"ele"	"ele2"	"edge"	"edge_resid"	"lat"	"long"	"Block_I"	"dif80"	"dif00"	"acov"	"neigh"	"sites"	"cawa00"	"cawa80"
"276"	"1876D"	"NY"	"NY_1876D"	43	0	0	0	27	0	0	0	0	0	0.003262	1216	1478656	5034.619	-75303.7298469944	42.95505081	-78.7693199171	18764	0	0	0	0	"1876"	NA	NA
"275"	"1876C"	"NY"	"NY_1876C"	87	0	0	0	5.1	0	0	0	0	0	0	1111	1234321	0	-80465.0917291554	42.9530170358	-78.8304830423	18763	0	0	0.0271554719955143	0.0271554719955143	"1876"	NA	NA
"216"	"1776D"	"NY"	"NY_1776D"	6.5	0	0	0	23	0	0	0	0	0	0.001731	995	990025	1868.8623	-78528.972553306	42.9509506643	-78.8916397705	17764	0	0	0.0393491548173821	0.0393491548173821	"1776"	NA	NA
"215"	"1776C"	"NY"	"NY_1776C"	41	0	0	0	76	0	0	0	0	0	0.042921	927	859329	30523.49	-48273.9342720029	42.9488517059	-78.9527899821	17763	0	0	0.0620002300782698	0.0620002300782698	"1776"	NA	NA
"5157"	"6375B"	"NY"	"NY_6375B"	6	0	0	1985	12.5	0	0	0	0	0	0.37265	1589	2524921	5000.0238	-60985.9952629108	42.9588288476	-73.2525038241	63752	-1985	0	0.297539557241178	0.297539557241178	"6375"	NA	NA
"5156"	"6375A"	"NY"	"NY_6375A"	11.5	1	1985	1985	6	0	0	0	0.125	0	0.342592	1375	1890625	0	-67153.9030457418	42.9597477636	-73.3137787732	63751	0	0	0.165944414866024	0.165944414866024	"6375"	NA	NA
"5050"	"6275B"	"NY"	"NY_6275B"	12.5	0	0	1985	16.5	0	0	0	0	0	0.325397	819	670761	0	-67822.0035542514	42.9606339376	-73.3750564608	62752	-1985	0	0.215403510568868	0.215403510568868	"6275"	NA	NA
"5049"	"6275A"	"NY"	"NY_6275A"	10	0	0	1982	7.5	0	0	0	0	0	0.436773	810	656100	0	-63494.5617260596	42.9614873231	-73.4363368728	62751	-1982	0	0.163003442651369	0.163003442651369	"6275"	NA	NA
"4907"	"6175B"	"NY"	"NY_6175B"	NA	0	0	1981	7	0	0	2002	0	0	0.226179	835	697225	0	-71677.0542232422	42.9623078547	-73.4976198946	61752	-1981	-2002	0.116441094842274	0.116441094842274	"6175"	NA	NA
"4906"	"6175A"	"NY"	"NY_6175A"	8	0	0	0	7.5	0	0	0	0	0	0.259685	650	422500	0	-70375.2004495801	42.9630954571	-73.5589054223	61751	0	0	0.0796795374557087	0.0796795374557087	"6175"	NA	NA
"4718"	"6075B"	"NY"	"NY_6075B"	8	0	0	1985	45.3	0	0	0	0	0	0.41647	4211	17732521	0	-64283.421547186	42.9638501854	-73.6201933698	60752	-1985	0	0.0653835059249202	0.0653835059249202	"6075"	NA	NA
"4717"	"6075A"	"NY"	"NY_6075A"	8	0	0	1983	14	0	0	0	0	0	0.469846	5314	28238596	0	-62209.5318849468	42.9645721053	-73.6814836315	60751	-1983	0	0.061739878960491	0.061739878960491	"6075"	NA	NA
"4520"	"5975B"	"NY"	"NY_5975B"	8	0	0	1982	11.1	1	2003	0	0	1	0.820881	5316	28259856	0	-48570.2959439963	42.9652612544	-73.7427761911	59752	-1982	2003	0.0732145538406076	0.0732145538406076	"5975"	NA	0
"4519"	"5975A"	"NY"	"NY_5975A"	16	0	0	1985	1.5	0	0	2004	0	0	0.482438	5238	27436644	0	-61720.2779388489	42.9659176931	-73.8040710721	59751	-1985	-2004	0.0690271615470196	0.0690271615470196	"5975"	NA	NA
"4322"	"5875B"	"NY"	"NY_5875B"	17	0	0	0	12	0	0	0	0	0	0.540518	150	22500	0	-59463.6174250814	42.9665413759	-73.8653680785	58752	0	0	0.0488096289293825	0.0488096289293825	"5875"	NA	NA
"4321"	"5875A"	"NY"	"NY_5875A"	44	0	0	0	39.5	0	0	0	0	0	0.497895	641	410881	0	-61119.7062866226	42.9671322421	-73.9266669904	58751	0	0	0.0552748458492976	0.0552748458492976	"5875"	NA	NA
"4125"	"5775B"	"NY"	"NY_5775B"	7	0	0	1984	14.5	0	0	0	0	0	0.550429	1091	1190281	0	-59078.5319851373	42.9676902733	-73.9879676667	57752	-1984	0	0.0308699389482114	0.0308699389482114	"5775"	NA	0
"4124"	"5775A"	"NY"	"NY_5775A"	11	0	0	1984	8.3	1	2003	0	0	1	0.482007	1522	2316484	0	-61737.0241627028	42.9682154281	-74.0492699219	57751	-1984	2003	0.0345135553419042	0.0345135553419042	"5775"	NA	NA
"3940"	"5675B"	"NY"	"NY_5675B"	16	0	0	1981	8.5	0	0	2004	0	0	0.419971	1392	1937664	0	-64147.3924759274	42.9687077155	-74.110573694	56752	-1981	-2004	0.030869882764339	0.030869882764339	"5675"	NA	NA
"3939"	"5675A"	"NY"	"NY_5675A"	9.5	0	0	1984	10.5	0	0	0	0	0	0.289461	1281	1640961	0	-69218.2733927974	42.9691671755	-74.1718789615	56751	-1984	0	0.0782840551944895	0.0782840551944895	"5675"	NA	NA
"3758"	"5575B"	"NY"	"NY_5575B"	29.5	0	0	1984	30.5	0	0	2001	0	0	0.340505	770	592900	0	-67234.9920693684	42.9695938007	-74.2331856387	55752	-1984	-2001	0.1141934198554	0.1141934198554	"5575"	NA	NA
"3757"	"5575A"	"NY"	"NY_5575A"	12	0	0	0	15.5	0	0	0	0	0	0.22217	987	974169	0	-71832.8213031268	42.9699875795	-74.2944936806	55751	0	0	0.234278321446769	0.234278321446769	"5575"	NA	NA
"3583"	"5475B"	"NY"	"NY_5475B"	52	1	1983	1983	14.5	0	0	0	0	0	0.236764	956	913936	0	-71265.7809529559	42.9703485318	-74.3558029737	54752	0	0	0.214090604047097	0.214090604047097	"5475"	NA	NA
"3582"	"5475A"	"NY"	"NY_5475A"	17.5	0	0	0	7	0	0	0	0	0	0.289641	817	667489	0	-69211.2796102134	42.9706766478	-74.4171133457	54751	0	0	0.364725165588387	0.364725165588387	"5475"	NA	NA
"3413"	"5375B"	"NY"	"NY_5375B"	8	1	1984	1984	22.5	0	0	0	0	0	0.358348	1646	2709316	0	-66541.7139435565	42.9709719298	-74.4784247248	53752	0	0	0.250729725136207	0.250729725136207	"5375"	NA	NA
"3412"	"5375A"	"NY"	"NY_5375A"	8	0	0	1985	10	0	0	2003	0	0	0.16822	1568	2458624	0	-73929.0133609395	42.9712343972	-74.5397371778	53751	-1985	-2003	0.275122616423978	0.275122616423978	"5375"	NA	NA
"3245"	"5275B"	"NY"	"NY_5275B"	8.5	0	0	1985	8.5	0	0	2004	0	0	0.297073	869	755161	0	-68922.5140981899	42.9714640367	-74.6010505694	52752	-1985	-2004	0.177643053827274	0.177643053827274	"5275"	NA	NA
"3244"	"5275A"	"NY"	"NY_5275A"	7	0	0	1985	10.5	0	0	2004	0	0	0.150013	839	703921	0	-74636.4344693101	42.9716608351	-74.6623646298	52751	-1985	-2004	0.0903002497268729	0.0903002497268729	"5275"	NA	NA
"3080"	"5175B"	"NY"	"NY_5175B"	11	0	0	1984	19.5	0	0	2004	0	0	0.172658	1217	1481089	0	-73756.5777658964	42.9718247923	-74.7236792662	51752	-1984	-2004	0.0361785758622703	0.0361785758622703	"5175"	NA	NA
"3079"	"5175A"	"NY"	"NY_5175A"	4	0	0	1985	8	0	0	2004	0	0	0.275193	1537	2362369	0	-69772.6472256217	42.9719559145	-74.7849944931	51751	-1985	-2004	0.0579411551214519	0.0579411551214519	"5175"	NA	NA
"2919"	"5075B"	"NY"	"NY_5075B"	2	0	0	1984	32.1	0	0	0	0	0	0.46057	1577	2486929	0	-62569.9448141084	42.9720542063	-74.8463101925	50752	-1984	0	0.0815561555161528	0.0815561555161528	"5075"	NA	NA
"2918"	"5075A"	"NY"	"NY_5075A"	2	0	0	1984	51.1	1	2003	0	0	0.875	0.407175	2364	5588496	0	-64644.5727089538	42.9721196547	-74.907626149	50751	-1984	2003	0.127229585173688	0.127229585173688	"5075"	NA	NA
"2760"	"4975B"	"NY"	"NY_4975B"	2	0	0	0	33.4	0	0	0	0	0	0.560969	1996	3984016	0	-58669.007160497	42.9721522596	-74.9689422599	49752	0	0	0.316224773695923	0.316224773695923	"4975"	NA	NA
"2759"	"4975A"	"NY"	"NY_4975A"	4	1	1984	0	33.5	0	0	2000	0.25	0	0.46577	2348	5513104	0	-62367.9022061264	42.9721520527	-75.0302582092	49751	1984	-2000	0.350648390693553	0.350648390693553	"4975"	NA	NA
"2607"	"4875B"	"NY"	"NY_4875B"	4	1	1982	0	23.6	1	2004	0	0	0.875	0.412563	2480	6150400	0	-64435.2254836063	42.9721190253	-75.0915738822	48752	1982	2004	0.394714348092304	0.394714348092304	"4875"	NA	NA
"2606"	"4875A"	"NY"	"NY_4875A"	NA	0	0	1981	22.5	0	0	0	0	0	0.308721	3121	9740641	0	-68469.9386563104	42.9720531542	-75.152889401	48751	-1981	0	0.409700128966834	0.409700128966834	"4875"	NA	NA
"2466"	"4775B"	"NY"	"NY_4775B"	12.5	0	0	0	12	0	0	2004	0	0	0.347052	2853	8139609	0	-66980.6126550496	42.9719544397	-75.2142046625	47752	0	-2004	0.286748705106835	0.286748705106835	"4775"	NA	NA
"2465"	"4775A"	"NY"	"NY_4775A"	NA	0	0	0	9.5	0	0	2004	0	0	0.252734	2761	7623121	2163.923	-68481.3540203652	42.9718228942	-75.2755201687	47751	0	-2004	0.162657963468549	0.162657963468549	"4775"	NA	NA
"2333"	"4675B"	"NY"	"NY_4675B"	16	0	0	0	25	1	2003	0	0	1	0.194949	2998	8988004	3410.315	-69480.1605015646	42.9716585253	-75.3368358595	46752	0	2003	0.112925152913818	0.112925152913818	"4675"	NA	NA
"2332"	"4675A"	"NY"	"NY_4675A"	1	0	0	1980	21	0	0	0	0	0	0.214815	2114	4468996	0	-72118.5950303782	42.971461316	-75.3981510348	46751	-1980	0	0.122659364984345	0.122659364984345	"4675"	NA	NA
"2209"	"4575B"	"NY"	"NY_4575B"	8	0	0	1983	17.5	0	0	0	0	0	0.265562	2318	5373124	0	-70146.8534482128	42.9712312651	-75.4594655417	45752	-1983	0	0.119701769436697	0.119701769436697	"4575"	NA	NA
"2208"	"4575A"	"NY"	"NY_4575A"	50	0	0	0	18	0	0	0	0	0	0.240716	2607	6796449	0	-71112.2285708897	42.9709681925	-75.5207790044	45751	0	0	0.184420231160526	0.184420231160526	"4575"	NA	NA
"2092"	"4475B"	"NY"	"NY_4475B"	26	0	0	0	22.1	0	0	0	0	0	0.265616	2052	4210704	0	-70144.7553134376	42.9706720606	-75.582091282	44752	0	0	0.336481320138872	0.336481320138872	"4475"	NA	NA
"2091"	"4475A"	"NY"	"NY_4475A"	21	0	0	0	11.5	0	0	0	0	0	0.274978	2406	5788836	0	-69781.0009103748	42.9703430567	-75.6434025338	44751	0	0	0.50381903164338	0.50381903164338	"4475"	NA	NA
"1980"	"4375B"	"NY"	"NY_4375B"	10	1	1983	0	21.6	0	0	0	0	0	0.375719	2905	8439025	0	-65866.7750698538	42.9699812167	-75.704712705	43752	1983	0	0.568536582081798	0.568536582081798	"4375"	NA	NA
"1979"	"4375A"	"NY"	"NY_4375A"	24	1	1985	0	21.3	1	2004	0	0.75	0.875	0.309696	3573	12766329	2687.455297	-65744.6003703138	42.969586703	-75.7660218696	43751	1985	2004	0.559373337162094	0.559373337162094	"4375"	NA	NA
"1875"	"4275B"	"NY"	"NY_4275B"	13	0	0	0	34	0	0	0	0	0	0.336895	2490	6200100	132489.6371	65114.3808354749	42.9691595634	-75.8273299895	42752	0	0	0.589731357394866	0.589731357394866	"4275"	NA	NA
"1874"	"4275A"	"NY"	"NY_4275A"	4.5	0	0	0	37.5	0	0	0	0	0	0.463225	2397	5745609	165822.664	103355.877479005	42.9686996429	-75.8886367775	42751	0	0	0.478807088305365	0.478807088305365	"4275"	NA	NA
"1769"	"4175B"	"NY"	"NY_4175B"	19	1	1983	0	39	0	0	0	0.25	0	0.492587	1768	3125824	137331.5738	76005.6286358451	42.9682068955	-75.9499420729	41752	1983	0	0.372660097621753	0.372660097621753	"4175"	NA	NA
"1768"	"4175A"	"NY"	"NY_4175A"	26.5	0	0	0	28.5	0	0	0	0	0	0.488935	2171	4713241	125207.5415	63739.7002580854	42.9676813713	-76.0112453818	41751	0	0	0.399104212398442	0.399104212398442	"4175"	NA	NA
"1666"	"4075B"	"NY"	"NY_4075B"	4	0	0	0	0.8	0	0	0	0	0	0.455095	1675	2805625	140233.301	77450.6286322952	42.967123096	-76.0725464222	40752	0	0	0.344119847234807	0.344119847234807	"4075"	NA	NA
"1665"	"4075A"	"NY"	"NY_4075A"	29	0	0	0	26	0	0	0	0	0	0.505987	1432	2050624	150891.5737	90086.2767948755	42.9665320216	-76.1338454841	40751	0	0	0.246180860735867	0.246180860735867	"4075"	NA	NA
"1573"	"3975B"	"NY"	"NY_3975B"	18.5	0	0	0	31	0	0	0	0	0	0.453836	1930	3724900	119088.5995	56257.009508555	42.9659081306	-76.1951426415	39752	0	0	0.231195384073104	0.231195384073104	"3975"	NA	NA
"1572"	"3975A"	"NY"	"NY_3975A"	34	1	1980	0	21.5	0	0	0	0	0	0.43143	1565	2449225	129979.3077	66277.1471942389	42.9652514468	-76.2564380038	39751	1980	0	0.109105617113085	0.109105617113085	"3975"	NA	NA
"1497"	"3875B"	"NY"	"NY_3875B"	20.5	0	0	0	103	0	0	0	0	0	0.396787	1776	3154176	124165.1554	59116.9637272546	42.9645619818	-76.3177316128	38752	0	0	0.170296199725042	0.170296199725042	"3875"	NA	NA
"1496"	"3875A"	"NY"	"NY_3875A"	31.5	0	0	0	53.5	0	0	0	0	0	0.355477	1786	3189796	108092.1587	41438.8939242288	42.9638397232	-76.3790231494	38751	0	0	0.108836657369599	0.108836657369599	"3875"	NA	NA
"1429"	"3775B"	"NY"	"NY_3775B"	12.5	0	0	0	1	0	0	2003	0	0	0.300741	1775	3150625	108457.2358	39677.2394491327	42.9630846635	-76.4403123687	37752	0	-2003	0.0315968636731791	0.0315968636731791	"3775"	NA	NA
"1428"	"3775A"	"NY"	"NY_3775A"	22.5	0	0	0	15.5	0	0	2004	0	0	0.302746	1581	2499561	84819.3246	16117.2312162488	42.962296746	-76.5015994471	37751	0	-2004	0	0	"3775"	NA	NA
"1364"	"3675B"	"NY"	"NY_3675B"	21	0	0	0	14	0	0	2004	0	0	0.27259	1070	1144900	112815.4692	42941.6841073443	42.9614759139	-76.5628845174	36752	0	-2004	0.0249794398970598	0.0249794398970598	"3675"	NA	NA
"1363"	"3675A"	"NY"	"NY_3675A"	20.5	0	0	0	15	0	0	2004	0	0	0.319572	782	611524	105933.8522	37885.5220704612	42.9606222345	-76.6241671969	36751	0	-2004	0.0315970023943159	0.0315970023943159	"3675"	NA	NA
"1303"	"3575B"	"NY"	"NY_3575B"	18.5	0	0	0	16	0	0	0	0	0	0.393705	698	487204	114081.3939	48913.4531276776	42.9597357662	-76.6854471468	35752	0	0	0.0353266905639738	0.0353266905639738	"3575"	NA	NA
"1302"	"3575A"	"NY"	"NY_3575A"	26	0	0	0	56.5	0	0	0	0	0	0.51951	363	131769	122113.6752	61833.8056386716	42.958816463	-76.7467243211	35751	0	0	0.0315970167291816	0.0315970167291816	"3575"	NA	NA
"1244"	"3475B"	"NY"	"NY_3475B"	47.5	0	0	0	18.5	0	0	0	0	0	0.284727	621	385641	99822.9147	30420.7048252437	42.9578642719	-76.8079986889	34752	0	0	0.0249794492364096	0.0249794492364096	"3475"	NA	NA
"1243"	"3475A"	"NY"	"NY_3475A"	74	0	0	0	7	0	0	2004	0	0	0.356453	690	476100	93379.1234	26763.7804675731	42.9568792499	-76.8692700906	34751	0	-2004	0	0	"3475"	NA	NA
"1186"	"3375B"	"NY"	"NY_3375B"	55.5	0	0	0	18	0	0	0	0	0	0.238616	692	478864	78129.3204	6935.49769896379	42.9558614561	-76.9305383561	33752	0	0	0	0	"3375"	NA	NA
"1185"	"3375A"	"NY"	"NY_3375A"	15.5	0	0	0	8	0	0	0	0	0	0.292162	649	421201	117537.6795	48424.3517003102	42.9548109493	-76.9918033169	33751	0	0	0	0	"3375"	NA	NA
"1128"	"3275B"	"NY"	"NY_3275B"	18	0	0	1981	20.5	0	0	0	0	0	0.177691	847	717409	93006.7807	19445.7568660215	42.953727824	-77.0530647438	32752	-1981	0	0	0	"3275"	NA	NA
"1127"	"3275A"	"NY"	"NY_3275A"	22.5	0	0	1980	21	0	0	0	0	0	0.20764	1106	1223236	102961.3594	30563.9844249544	42.9526120245	-77.1143225951	32751	-1980	0	0	0	"3275"	NA	NA
"1070"	"3175B"	"NY"	"NY_3175B"	9	0	0	0	23.8	0	0	0	0	0	0.242076	1134	1285956	103910.2538	32850.8671419672	42.9514634668	-77.1755768981	31752	0	0	0	0	"3175"	NA	NA
"1069"	"3175A"	"NY"	"NY_3175A"	24.5	0	0	0	58	0	0	0	0	0	0.155644	1131	1279161	94773.5914	20355.9457625257	42.9502821718	-77.2368275269	31751	0	0	0	0	"3175"	NA	NA
"1012"	"3075B"	"NY"	"NY_3075B"	12	0	0	0	12	0	0	0	0	0	0.106899	1240	1537600	58842.69172	-17468.9090955666	42.9490681858	-77.2980743226	30752	0	0	0	0	"3075"	NA	NA
"1011"	"3075A"	"NY"	"NY_3075A"	23	0	0	0	14.5	0	0	0	0	0	0.122313	1298	1684804	68985.3217	-6727.37820029086	42.9478214994	-77.3593172107	30751	0	0	0	0	"3075"	NA	NA
"954"	"2975B"	"NY"	"NY_2975B"	30	0	0	1984	55	0	0	0	0	0	0.205005	1438	2067844	90700.8539	18201.0977187943	42.9465420775	-77.4205561422	29752	-1984	0	0.0255820105362307	0.0255820105362307	"2975"	NA	NA
"953"	"2975A"	"NY"	"NY_2975A"	22	0	0	1984	10	0	0	0	0	0	0.317764	1601	2563201	139593.1505	71474.5717098397	42.9452299014	-77.481790905	29751	-1984	0	0.0323590794048853	0.0323590794048853	"2975"	NA	NA
"896"	"2875B"	"NY"	"NY_2875B"	NA	0	0	1981	35	0	0	0	0	0	0.18689	1364	1860496	94705.0652	21501.4625104111	42.9438848969	-77.543020984	28752	-1981	0	0.0361785931450495	0.0361785931450495	"2875"	NA	NA
"895"	"2875A"	"NY"	"NY_2875A"	17.5	0	0	1984	15	0	0	0	0	0	0.221888	1276	1628176	95659.9984	23816.2201708249	42.9425070874	-77.6042463893	28751	-1984	0	0.0323591274790621	0.0323591274790621	"2875"	NA	NA
"835"	"2775B"	"NY"	"NY_2775B"	38	0	0	0	71.5	0	0	0	0	0	0.251378	1324	1752976	92940.84685	22242.8833341687	42.9410965694	-77.6654674286	27752	0	0	0.0511641789159856	0.0511641789159856	"2775"	NA	NA
"834"	"2775A"	"NY"	"NY_2775A"	22	0	0	0	12.5	0	0	2002	0	0	0.189283	1039	1079521	66278.1796	-6832.44463556953	42.9396533386	-77.7266839698	27751	0	-2002	0.0315968876012215	0.0315968876012215	"2775"	NA	NA
"773"	"2675B"	"NY"	"NY_2675B"	10	0	0	0	21.5	0	0	2002	0	0	0.181707	965	931225	58139.7275	-15265.2572736601	42.938177334	-77.7878957075	26752	0	-2002	0.0353263701356693	0.0353263701356693	"2675"	NA	NA
"772"	"2675A"	"NY"	"NY_2675A"	13	0	0	0	12	0	0	0	0	0	0.167536	1285	1651225	61178.6128	-12776.9769347586	42.9366685721	-77.8491025708	26751	0	0	0.0315969376084612	0.0315969376084612	"2675"	NA	NA
"709"	"2575B"	"NY"	"NY_2575B"	NA	0	0	0	12	0	0	0	0	0	0.192326	1594	2540836	54802.7218	-18189.6686555524	42.9351271298	-77.9103046613	25752	0	0	0.0244048856758233	0.0244048856758233	"2575"	NA	NA
"708"	"2575A"	"NY"	"NY_2575A"	7	0	0	1983	12.7	0	0	0	0	0	0.276128	1791	3207681	89938.25679	20201.9383794674	42.9335530161	-77.9715018757	25751	-1983	0	0	0	"2575"	NA	NA
"645"	"2475B"	"NY"	"NY_2475B"	43.5	0	0	1981	13.5	0	0	2003	0	0	0.291701	1830	3348900	108146.7517	39015.5120460256	42.9319462928	-78.0326940728	24752	-1981	-2003	0	0	"2475"	NA	NA
"644"	"2475A"	"NY"	"NY_2475A"	35	0	0	1981	36.5	0	0	0	0	0	0.339442	1956	3825936	110196.1601	42919.8658590383	42.9303069739	-78.0938811618	24751	-1981	0	0	0	"2475"	NA	NA
"581"	"2375B"	"NY"	"NY_2375B"	14.5	0	0	0	61.7	0	0	0	0	0	0.373942	2029	4116841	111263.3089	45327.4896543032	42.9286350053	-78.1550630769	23752	0	0	0	0	"2375"	NA	NA
"580"	"2375A"	"NY"	"NY_2375A"	21.5	0	0	0	15.5	0	0	0	0	0	0.316382	1800	3240000	90461.8591	22289.5836013338	42.9269303949	-78.2162397166	23751	0	0	0	0	"2375"	NA	NA
"517"	"2275B"	"NY"	"NY_2275B"	38	0	0	0	4	0	0	0	0	0	0.367643	1926	3709476	116460.756	50280.1932182112	42.9251932365	-78.2774109038	22752	0	0	0	0	"2275"	NA	NA
"516"	"2275A"	"NY"	"NY_2275A"	8	0	0	0	11.5	0	0	2003	0	0	0.306051	1877	3523129	88052.4988	19478.8190353604	42.9234235503	-78.3385765367	22751	0	-2003	0	0	"2275"	NA	NA
"453"	"2175B"	"NY"	"NY_2175B"	18	0	0	0	8.5	0	0	0	0	0	0.469868	1764	3111696	103778.558	41569.8809107024	42.9216212515	-78.3997365918	21752	0	0	0	0	"2175"	NA	NA
"452"	"2175A"	"NY"	"NY_2175A"	14	0	0	1980	22	0	0	2004	0	0	0.373716	1648	2715904	102219.4899	36274.8895717255	42.9197863443	-78.4608909706	21751	-1980	-2004	0	0	"2175"	NA	NA
"391"	"2075B"	"NY"	"NY_2075B"	86	0	0	0	7	0	0	0	0	0	0.471626	1543	2380849	127170.521	65030.1498539394	42.9179187587	-78.5220398039	20752	0	0	0	0	"2075"	NA	NA
"390"	"2075A"	"NY"	"NY_2075A"	28	0	0	0	58.5	0	0	0	0	0	0.265395	1417	2007889	115295.2703	45141.9281757231	42.916018476	-78.5831830248	20751	0	0	0	0	"2075"	NA	NA
"330"	"1975B"	"NY"	"NY_1975B"	15	0	0	0	20	0	0	0	0	0	0.221754	1326	1758276	119085.4095	47236.4247882346	42.9140855987	-78.6443202929	19752	0	0	0	0	"1975"	NA	NA
"329"	"1975A"	"NY"	"NY_1975A"	17.5	0	0	0	28	0	0	0	0	0	0.095342	1228	1507984	60080.2563	-16680.3842118064	42.9121201486	-78.7054514719	19751	0	0	0	0	"1975"	NA	NA
"270"	"1875B"	"NY"	"NY_1875B"	11	0	0	0	21	0	0	0	0	0	0.022032	1141	1301881	15036.35976	-64572.692980875	42.9101221315	-78.7665765171	18752	0	0	0	0	"1875"	NA	NA
"269"	"1875A"	"NY"	"NY_1875A"	4	0	0	0	21	0	0	0	0	0	0	1103	1216609	0	-80465.0917291554	42.908091548	-78.8276953387	18751	0	0	0	0	"1875"	NA	NA
"211"	"1775B"	"NY"	"NY_1775B"	1	0	0	0	26	0	0	0	0	0	0.000219	1024	1048576	5000.02	-75456.5626270116	42.9060284164	-78.8888077779	17752	0	0	0	0	"1775"	NA	NA
"5159"	"6375D"	"NY"	"NY_6375D"	6	0	0	1985	9.5	0	0	0	0	0	0.448128	1280	1638400	5000.02557	-58053.3450380529	42.9138235888	-73.2537758129	63754	-1985	0	0.264040253854184	0.264040253854184	"6375"	NA	NA
"5158"	"6375C"	"NY"	"NY_6375C"	9	0	0	1984	15.5	0	0	0	0	0	0.427373	1340	1795600	0	-63859.7925943347	42.9147410108	-73.3150062199	63753	-1984	0	0.248916543736271	0.248916543736271	"6375"	NA	NA
"5052"	"6275D"	"NY"	"NY_6275D"	6	0	0	1985	4	0	0	2002	0	0	0.328739	1113	1238769	0	-67692.1523242753	42.9156257493	-73.3762393593	62754	-1985	-2002	0.188091767922699	0.188091767922699	"6275"	NA	NA
"5051"	"6275C"	"NY"	"NY_6275C"	8	0	0	1984	53	0	0	0	0	0	0.382924	1030	1060900	0	-65586.8294947557	42.9164777505	-73.4374752158	62753	-1984	0	0.141419774630643	0.141419774630643	"6275"	NA	NA
"4909"	"6175D"	"NY"	"NY_6175D"	NA	0	0	1982	28	0	0	0	0	0	0.37325	616	379456	0	-65962.7064542975	42.9172969816	-73.4987136742	61754	-1982	0	0.0345133829273051	0.0345133829273051	"6175"	NA	NA
"4908"	"6175C"	"NY"	"NY_6175C"	10	0	0	1985	39	0	0	0	0	0	0.257822	601	361201	0	-70447.5860993244	42.9180834064	-73.5599546333	61753	-1985	0	0.0308697367145189	0.0308697367145189	"6175"	NA	NA
"4720"	"6075D"	"NY"	"NY_6075D"	8	0	0	1984	43	0	0	0	0	0	0.393167	4931	24314761	0	-65188.844411379	42.9188370475	-73.6211980056	60754	-1984	0	0.0244047576938827	0.0244047576938827	"6075"	NA	NA
"4719"	"6075C"	"NY"	"NY_6075C"	10	0	0	1985	59.5	0	0	0	0	0	0.431013	4379	19175641	0	-63718.3627687473	42.9195579314	-73.6824436857	60753	-1985	0	0.0244049079780649	0.0244049079780649	"6075"	NA	NA
"4522"	"5975D"	"NY"	"NY_5975D"	8	0	0	1984	14.6	0	0	2004	0	0	0.452042	5061	25613721	0	-62901.2946911988	42.92024607	-73.743691645	59754	-1984	-2004	0.0308699432835133	0.0308699432835133	"5975"	NA	NA
"4521"	"5975C"	"NY"	"NY_5975C"	18	0	0	1984	44	0	0	0	0	0	0.408792	5121	26224641	0	-64581.7452287409	42.9209014814	-73.8049418793	59753	-1984	0	0.0345135623252723	0.0345135623252723	"5975"	NA	NA
"4324"	"5875D"	"NY"	"NY_5875D"	9.5	0	0	0	27.5	0	0	0	0	0	0.530371	168	28224	0	-59857.87249108	42.9215241463	-73.8661942073	58754	0	0	0.0308698691278448	0.0308698691278448	"5875"	NA	NA
"4323"	"5875C"	"NY"	"NY_5875C"	33	0	0	0	81.5	0	0	2004	0	0	0.470381	411	168921	0	-62188.7448089332	42.922114046	-73.9274484354	58753	0	-2004	0.0488096362820866	0.0488096362820866	"5875"	NA	NA
"4127"	"5775D"	"NY"	"NY_5775D"	NA	0	0	1984	2	0	0	0	0	0	0.64617	998	996004	0	-55358.5778830605	42.922671164	-73.9887044067	57754	-1984	0	0.0552746796165207	0.0552746796165207	"5775"	NA	NA
"4126"	"5775C"	"NY"	"NY_5775C"	14.5	0	0	1984	20.5	0	0	0	0	0	0.711885	1439	2070721	0	-52805.2644246887	42.9231954645	-74.0499619055	57753	-1984	0	0.06538323036499	0.06538323036499	"5775"	NA	0
"3942"	"5675D"	"NY"	"NY_5675D"	16	0	0	0	21.5	0	0	0	0	0	0.455028	830	688900	0	-62785.2756089999	42.9236869551	-74.1112208867	56754	0	0	0.0653832256612685	0.0653832256612685	"5675"	NA	NA
"3941"	"5675C"	"NY"	"NY_5675C"	58.5	0	0	0	37	0	0	0	0	0	0.251935	596	355216	0	-70676.3216441686	42.9241456696	-74.1724813593	56753	0	0	0.104084338707746	0.104084338707746	"5675"	NA	NA
"3760"	"5575D"	"NY"	"NY_5575D"	4	0	0	1984	17	0	0	0	0	0	0.200223	767	588289	0	-72685.5576718537	42.9245716098	-74.2337432706	55754	-1984	0	0.14141928286231	0.14141928286231	"5575"	NA	NA
"3759"	"5575C"	"NY"	"NY_5575C"	17.5	0	0	1984	25	0	0	0	0	0	0.289559	237	56169	0	-69214.4656667239	42.9249647945	-74.2950066771	55753	-1984	0	0.148706367382177	0.148706367382177	"5575"	NA	NA
